id,timestamp,trans_period_id,driver_id,chargepoint_id,ocpp_name,stop_state,start_datetime,ocpp_trans_id,start_id_tag,stop_id_tag,start_type,stop_reason,stop_datetime,meter_start,meter_stop,seconds_alloc,priority_charge,priority_charge_paid,shared,suspev_datetime,range_limit_datetime,plugout_datetime,overstay_chargeable_minutes,connector,column_name,invoice_id
5504,2023-06-19 14:49:06,85,60,193,1120217230,,2023-06-19 14:48:34,1,.,.,Local,EVDisconnected,2023-06-19 14:49:04,465930,465930,27,0,0,0,2023-06-19 14:49:03,,,,1,,
5505,2023-06-19 15:35:14,85,60,193,1120217230,,2023-06-19 15:28:31,1,.,.,Local,EVDisconnected,2023-06-19 15:35:12,465930,466070,400,0,0,0,,,,,1,,
5506,2023-06-19 18:18:20,85,60,193,1120217230,,2023-06-19 18:14:42,1,.,.,Local,EVDisconnected,2023-06-19 18:18:19,466070,466140,215,0,0,0,2023-06-19 18:18:18,,,,1,,
5507,2023-06-19 19:02:23,85,60,193,1120217230,,2023-06-19 18:58:50,1,.,.,Local,EVDisconnected,2023-06-19 19:02:21,466140,466210,208,0,0,0,2023-06-19 19:02:19,,,,1,,
5508,2023-06-19 19:10:11,85,60,193,1120217230,,2023-06-19 19:09:25,1,.,.,Local,EVDisconnected,2023-06-19 19:10:09,466210,466220,39,0,0,0,2023-06-19 19:10:05,,,,1,,
5509,2023-06-19 19:14:30,85,60,193,1120217230,,2023-06-19 19:13:29,1,.,.,Local,EVDisconnected,2023-06-19 19:14:28,466220,466240,57,0,0,0,2023-06-19 19:14:26,,,,1,,
5510,2023-06-22 13:46:56,85,60,193,1120217230,,2023-06-22 13:45:11,1,.,.,Local,EVDisconnected,2023-06-22 13:46:55,466240,466280,102,0,0,0,,,,,1,,
5511,2023-08-09 14:12:30,87,60,193,1120217230,,2023-08-09 14:12:08,1,.,.,Local,EVDisconnected,2023-08-09 14:12:27,466230,466230,17,0,0,0,2023-08-09 14:12:23,,,,1,,
5512,2023-08-09 15:12:31,87,60,193,1120217230,,2023-08-09 15:07:53,1,.,.,Local,EVDisconnected,2023-08-09 15:12:29,466230,466230,275,0,0,0,2023-08-09 15:12:28,,,,1,,
5513,2023-08-09 16:47:22,87,60,193,1120217230,,2023-08-09 16:46:35,1,.,.,Local,EVDisconnected,2023-08-09 16:47:21,466230,466230,45,0,0,0,2023-08-09 16:47:20,,,,1,,
5514,2023-08-09 19:04:21,87,60,193,1120217230,,2023-08-09 19:03:36,1,.,.,Local,EVDisconnected,2023-08-09 19:04:19,466230,466230,41,0,0,0,,,,,1,,
5515,2023-08-10 15:20:46,87,60,193,1120217230,,2023-08-10 15:20:07,1,.,.,Local,EVDisconnected,2023-08-10 15:20:44,466230,466230,35,0,0,0,2023-08-10 15:20:41,,,,1,,
5516,2023-08-10 15:40:59,87,60,193,1120217230,,2023-08-10 15:40:14,1,.,.,Local,EVDisconnected,2023-08-10 15:40:58,466230,466230,42,0,0,0,2023-08-10 15:40:55,,,,1,,
5517,2023-08-10 16:08:32,87,60,193,1120217230,,2023-08-10 16:02:53,1,.,.,Local,EVDisconnected,2023-08-10 16:08:30,466230,466230,335,0,0,0,2023-08-10 16:08:29,,,,1,,
5518,2023-08-10 16:22:24,87,60,193,1120217230,,2023-08-10 16:20:26,1,.,.,Local,EVDisconnected,2023-08-10 16:22:22,466230,466230,114,0,0,0,2023-08-10 16:22:19,,,,1,,
5519,2023-08-10 16:40:58,87,60,193,1120217230,,2023-08-10 16:35:31,1,.,.,Local,EVDisconnected,2023-08-10 16:40:56,466230,466230,322,0,0,0,,,,,1,,
5520,2023-08-10 17:01:31,87,60,193,1120217230,,2023-08-10 17:00:14,1,.,.,Local,EVDisconnected,2023-08-10 17:01:29,466230,466230,73,0,0,0,2023-08-10 17:01:27,,,,1,,
5521,2023-08-10 18:31:54,87,60,193,1120217230,,2023-08-10 18:30:53,1,.,.,Local,EVDisconnected,2023-08-10 18:31:52,466230,466230,57,0,0,0,,,,,1,,
5522,2023-08-10 19:16:28,87,60,193,1120217230,,2023-08-10 19:13:11,1,.,.,Local,EVDisconnected,2023-08-10 19:16:26,466230,466230,193,0,0,0,2023-08-10 19:16:24,,,,1,,
5523,2023-08-10 19:27:34,87,60,193,1120217230,,2023-08-10 19:26:17,1,.,.,Local,EVDisconnected,2023-08-10 19:27:32,466230,466230,71,0,0,0,2023-08-10 19:27:29,,,,1,,
5524,2023-08-10 19:29:09,87,60,193,1120217230,,2023-08-10 19:27:54,1,.,.,Local,EVDisconnected,2023-08-10 19:29:07,466230,466230,70,0,0,0,2023-08-10 19:29:05,,,,1,,
5525,2023-08-14 16:10:38,87,60,193,1120217230,,2023-08-14 16:07:36,1,.,.,Local,EVDisconnected,2023-08-14 16:10:36,466230,466230,178,0,0,0,2023-08-14 16:10:33,,,,1,,
5526,2023-08-14 16:36:51,87,60,193,1120217230,,2023-08-14 16:34:55,1,.,.,Local,EVDisconnected,2023-08-14 16:36:49,466230,466230,111,0,0,0,2023-08-14 16:36:46,,,,1,,
5527,2023-08-14 17:05:25,87,60,193,1120217230,,2023-08-14 17:01:51,1,.,.,Local,EVDisconnected,2023-08-14 17:05:23,466230,466230,210,0,0,0,2023-08-14 17:05:20,,,,1,,
5528,2023-08-14 17:28:56,87,60,193,1120217230,,2023-08-14 17:27:25,1,.,.,Local,EVDisconnected,2023-08-14 17:28:54,466230,466230,86,0,0,0,2023-08-14 17:28:52,,,,1,,
5529,2023-08-14 18:04:35,87,60,193,1120217230,,2023-08-14 18:03:02,1,.,.,Local,EVDisconnected,2023-08-14 18:04:33,466230,466230,88,0,0,0,2023-08-14 18:04:30,,,,1,,
5530,2023-08-14 18:23:25,87,60,193,1120217230,,2023-08-14 18:22:23,1,.,.,Local,EVDisconnected,2023-08-14 18:23:23,466230,466230,58,0,0,0,2023-08-14 18:23:22,,,,1,,
5531,2023-08-14 19:16:34,87,60,193,1120217230,,2023-08-14 19:15:47,1,.,.,Local,EVDisconnected,2023-08-14 19:16:32,466230,466230,43,0,0,0,,,,,1,,
5532,2023-08-14 19:29:51,87,60,193,1120217230,,2023-08-14 19:28:35,1,.,.,Local,EVDisconnected,2023-08-14 19:29:49,466230,466230,70,0,0,0,2023-08-14 19:29:47,,,,1,,
5533,2023-04-03 17:56:49,90,62,115,B1-126,,2023-04-03 15:20:28,1,.,.,Local,Local,2023-04-03 17:56:48,192383,209812,9182,0,0,0,2023-04-03 17:51:44,,,,1,,
5534,2023-04-07 05:47:55,90,62,115,B1-126,,2023-04-07 01:34:48,1,.,.,Local,Local,2023-04-07 05:47:54,209812,220290,6601,0,0,0,2023-04-07 03:22:51,,,,1,,
5535,2023-04-10 15:55:41,90,62,115,B1-126,,2023-04-09 22:08:33,1,.,.,Local,Local,2023-04-10 15:55:39,220290,265118,23403,0,0,0,2023-04-10 04:36:52,,,,1,,
5536,2023-04-16 23:08:48,90,62,115,B1-126,,2023-04-16 21:04:18,1,.,.,Local,Local,2023-04-16 23:08:47,265118,279428,7468,0,0,0,2023-04-16 23:08:37,,,,1,,
5537,2023-04-17 20:25:58,90,62,115,B1-126,,2023-04-17 16:03:18,1,.,.,Local,Local,2023-04-17 20:25:58,279428,303142,12482,0,0,0,2023-04-17 20:03:03,,,,1,,
5538,2023-04-22 15:12:56,90,62,115,B1-126,,2023-04-22 04:59:01,1,.,.,Local,Local,2023-04-22 15:12:54,303142,333646,15962,0,0,0,2023-04-22 09:23:15,,,,1,,
5539,2023-04-28 23:13:04,90,62,115,B1-126,,2023-04-28 13:22:55,1,.,.,Local,Local,2023-04-28 23:13:02,333646,370086,19186,0,0,0,2023-04-28 18:41:14,,,,1,,
5540,2023-05-08 03:30:37,91,62,115,B1-126,,2023-05-07 18:40:40,1,.,.,Local,Local,2023-05-08 03:30:36,370086,404678,18063,0,0,0,2023-05-07 23:40:01,,,,1,,
5541,2023-05-16 01:11:22,91,62,115,B1-126,,2023-05-15 21:16:00,1,.,.,Local,Local,2023-05-16 01:11:20,404678,422971,9601,0,0,0,2023-05-15 23:54:23,,,,1,,
5542,2023-05-21 03:13:18,91,62,115,B1-126,,2023-05-20 22:22:13,1,.,.,Local,Local,2023-05-21 03:13:16,422971,454174,16263,0,0,0,2023-05-21 02:51:56,,,,1,,
5543,2023-05-23 20:37:15,91,62,115,B1-126,,2023-05-23 17:49:22,1,.,.,Local,Local,2023-05-23 20:37:13,454174,473557,10070,0,0,0,2023-05-23 20:37:06,,,,1,,
5544,2023-05-27 00:56:07,91,62,115,B1-126,,2023-05-26 22:44:21,1,.,.,Local,Local,2023-05-27 00:56:06,473557,488774,7904,0,0,0,2023-05-27 00:56:04,,,,1,,
5545,2023-05-28 22:37:14,91,62,115,B1-126,,2023-05-28 16:07:28,1,.,.,Local,Local,2023-05-28 22:37:13,488774,514663,13502,0,0,0,2023-05-28 19:51:18,,,,1,,
5546,2023-06-08 19:35:49,92,62,115,B1-126,,2023-06-08 13:44:16,1,.,.,Local,Local,2023-06-08 19:35:47,514663,544025,17522,0,0,0,2023-06-08 18:34:54,,,,1,,
5547,2023-06-12 04:52:02,92,62,115,B1-126,,2023-06-11 22:32:12,1,.,.,Local,Local,2023-06-12 04:52:01,544025,581929,19743,0,0,0,2023-06-12 03:59:19,,,,1,,
5548,2023-06-15 17:50:57,92,62,115,B1-126,,2023-06-15 12:54:25,1,.,.,Local,Local,2023-06-15 17:50:55,581929,595648,7201,0,0,0,2023-06-15 14:53:14,,,,1,,
5549,2023-06-20 18:44:17,92,62,115,B1-126,,2023-06-20 12:58:04,1,.,.,Local,Local,2023-06-20 18:44:16,595648,625174,15422,0,0,0,2023-06-20 17:13:20,,,,1,,
5550,2023-06-26 04:49:11,92,62,115,B1-126,,2023-06-25 21:52:09,1,.,.,Local,Local,2023-06-26 04:49:11,625174,656813,16503,0,0,0,2023-06-26 02:25:33,,,,1,,
5551,2023-07-05 21:34:11,93,62,115,B1-126,,2023-07-05 12:43:12,1,.,.,Local,Local,2023-07-05 21:34:10,656813,692059,18363,0,0,0,2023-07-05 17:47:32,,,,1,,
5552,2023-07-15 03:59:00,93,62,115,B1-126,,2023-07-14 23:46:20,1,.,.,Local,Local,2023-07-15 03:58:58,692059,704658,6575,0,0,0,2023-07-15 01:36:22,,,,1,,
5553,2023-07-16 00:40:34,93,62,115,B1-126,,2023-07-15 18:51:55,1,.,.,Local,Local,2023-07-16 00:40:33,704658,733928,15242,0,0,0,2023-07-15 23:04:32,,,,1,,
5554,2023-07-21 19:48:36,93,62,115,B1-126,,2023-07-21 12:53:15,1,.,.,Local,Local,2023-07-21 19:48:36,733928,765522,16442,0,0,0,2023-07-21 17:26:00,,,,1,,
5555,2023-07-24 19:40:54,93,62,115,B1-126,,2023-07-24 12:54:39,1,.,.,Local,Local,2023-07-24 19:40:54,765522,800496,18183,0,0,0,2023-07-24 17:56:29,,,,1,,
5556,2023-08-12 21:10:14,94,62,115,B1-126,,2023-08-12 17:39:58,1,.,.,Local,Local,2023-08-12 21:10:12,860306,884653,12613,0,0,0,2023-08-12 21:10:03,,,,1,,
5557,2023-08-19 15:33:39,94,62,115,B1-126,,2023-08-19 05:17:28,1,.,.,Local,Local,2023-08-19 15:33:38,884653,919130,17942,0,0,0,2023-08-19 10:14:54,,,,1,,
5558,2023-08-23 12:36:58,94,62,115,B1-126,,2023-08-23 01:55:18,1,.,.,Local,Local,2023-08-23 12:36:56,919130,943793,12842,0,0,0,2023-08-23 05:28:07,,,,1,,
5559,2023-09-08 17:51:23,95,62,115,B1-126,,2023-09-08 16:06:28,1,.,.,Local,Local,2023-09-08 17:51:22,943793,953402,5100,0,0,0,2023-09-08 17:29:42,,,,1,,
5560,2023-09-10 04:10:11,95,62,115,B1-126,,2023-09-09 23:29:44,1,.,.,Local,Local,2023-09-10 04:10:10,953402,979920,13801,0,0,0,2023-09-10 03:18:41,,,,1,,
5561,2023-09-14 00:38:18,95,62,115,B1-126,,2023-09-13 20:08:47,1,.,.,Local,Local,2023-09-14 00:38:17,979920,998396,9661,0,0,0,2023-09-13 22:48:25,,,,1,,
5562,2023-09-16 12:34:36,95,62,115,B1-126,,2023-09-16 02:31:12,1,.,.,Local,Local,2023-09-16 12:34:35,998396,1032414,17702,0,0,0,2023-09-16 07:24:35,,,,1,,
5563,2023-09-20 19:45:49,95,62,115,B1-126,,2023-09-20 16:19:02,1,.,.,Local,Local,2023-09-20 19:45:48,1032414,1056341,12405,0,0,0,2023-09-20 19:45:40,,,,1,,
5564,2023-09-25 12:58:16,95,62,115,B1-126,,2023-09-25 12:58:12,1,.,.,Local,Local,2023-09-25 12:58:15,1056341,1056341,2,0,0,0,,,,,1,,
5565,2023-09-25 14:49:53,95,62,115,B1-126,,2023-09-25 12:58:19,1,.,.,Local,Local,2023-09-25 14:49:52,1056341,1065267,4801,0,0,0,2023-09-25 14:16:21,,,,1,,
5566,2023-09-25 17:34:31,95,62,115,B1-126,,2023-09-25 14:50:01,1,.,.,Local,Local,2023-09-25 17:34:30,1065267,1080522,7981,0,0,0,,,,,1,,
5567,2023-10-02 02:44:00,96,62,115,B1-126,,2023-10-01 18:57:17,1,.,.,Local,Local,2023-10-02 02:43:58,1080522,1108437,14582,0,0,0,2023-10-01 22:58:25,,,,1,,
5568,2023-10-10 23:53:30,96,62,115,B1-126,,2023-10-10 13:03:57,1,.,.,Local,Local,2023-10-10 23:53:28,1108437,1125483,8941,0,0,0,2023-10-10 15:31:22,,,,1,,
5569,2023-10-16 00:45:28,96,62,115,B1-126,,2023-10-15 21:54:38,1,.,.,Local,Local,2023-10-16 00:45:27,1125483,1140378,7801,0,0,0,2023-10-16 00:03:28,,,,1,,
5570,2023-10-26 15:38:02,96,62,115,B1-126,,2023-10-26 13:07:24,1,.,.,Local,Local,2023-10-26 15:38:01,0,13478,7080,0,0,0,2023-10-26 15:04:18,,,,1,,
5571,2023-11-03 15:51:14,7,62,115,B1-126,,2023-11-03 12:23:46,1,.,.,Local,Local,2023-11-03 15:51:12,13478,34463,10981,0,0,0,2023-11-03 15:25:18,,,,1,,
5572,2023-11-07 18:02:23,7,62,115,B1-126,,2023-11-07 14:00:04,1,.,.,Local,Local,2023-11-07 18:02:22,34463,59932,13312,0,0,0,2023-11-07 17:40:18,,,,1,,
5573,2023-11-23 21:01:18,7,62,115,B1-126,,2023-11-23 18:42:52,1,.,.,Local,Local,2023-11-23 21:01:17,59932,75401,8101,0,0,0,2023-11-23 20:56:52,,,,1,,
5574,2023-03-30 13:17:27,53,63,119,B1-138,,2023-03-30 06:05:45,1,.,.,Local,Local,2023-03-30 13:17:25,195403,209384,7441,0,0,0,2023-03-30 08:24:42,,,,1,,
5575,2023-03-31 16:10:28,53,63,119,B1-138,,2023-03-31 14:45:23,1,.,.,Local,Local,2023-03-31 16:10:26,209384,216168,3660,0,0,0,2023-03-31 15:45:11,,,,1,,
5576,2023-04-01 14:00:58,90,63,119,B1-138,,2023-04-01 00:28:17,1,.,.,Local,Local,2023-04-01 14:00:57,216168,227733,6181,0,0,0,2023-04-01 02:09:53,,,,1,,
5577,2023-04-02 18:52:59,90,63,119,B1-138,,2023-04-02 15:08:37,1,.,.,Local,Local,2023-04-02 18:52:58,227733,238202,5641,0,0,0,2023-04-02 16:40:44,,,,1,,
5578,2023-04-04 15:04:26,90,63,119,B1-138,,2023-04-03 16:04:46,1,.,.,Local,Local,2023-04-04 15:04:25,238202,249403,6001,0,0,0,2023-04-03 17:43:16,,,,1,,
5579,2023-04-05 15:24:06,90,63,119,B1-138,,2023-04-05 03:08:44,1,.,.,Local,Local,2023-04-05 15:24:06,249403,261284,6361,0,0,0,2023-04-05 04:53:41,,,,1,,
5580,2023-04-08 14:23:33,90,63,119,B1-138,,2023-04-08 03:08:01,1,.,.,Local,Local,2023-04-08 14:23:32,261284,281255,10561,0,0,0,2023-04-08 06:02:57,,,,1,,
5581,2023-04-08 21:21:31,90,63,119,B1-138,,2023-04-08 18:59:28,1,.,.,Local,Local,2023-04-08 21:21:29,281255,291165,5341,0,0,0,2023-04-08 20:26:40,,,,1,,
5582,2023-04-09 15:09:06,90,63,119,B1-138,,2023-04-09 02:11:52,1,.,.,Local,Local,2023-04-09 15:09:04,291165,305760,7801,0,0,0,2023-04-09 04:20:01,,,,1,,
5583,2023-04-11 00:14:48,90,63,119,B1-138,,2023-04-10 15:10:10,1,.,.,Local,Local,2023-04-11 00:14:47,305760,321458,8341,0,0,0,,,,,1,,
5584,2023-04-11 21:34:53,90,63,119,B1-138,,2023-04-11 14:43:16,1,.,.,Local,Local,2023-04-11 21:34:52,321458,330235,4740,0,0,0,2023-04-11 16:00:32,,,,1,,
5585,2023-04-14 02:03:22,90,63,119,B1-138,,2023-04-13 01:40:33,1,.,.,Local,Local,2023-04-14 02:03:21,330235,345470,8101,0,0,0,2023-04-13 19:20:16,,,,1,,
5586,2023-04-18 15:24:58,90,63,119,B1-138,,2023-04-17 14:54:27,1,.,.,Local,Local,2023-04-18 15:24:57,345470,359539,7501,0,0,0,2023-04-17 16:57:56,,,,1,,
5587,2023-04-20 01:17:01,90,63,119,B1-138,,2023-04-19 15:17:15,1,.,.,Local,Local,2023-04-20 01:17:00,359539,371942,6601,0,0,0,2023-04-19 17:06:09,,,,1,,
5588,2023-04-21 00:36:49,90,63,119,B1-138,,2023-04-20 15:05:47,1,.,.,Local,Local,2023-04-21 00:36:48,371942,378660,3660,0,0,0,2023-04-20 16:05:01,,,,1,,
5589,2023-04-23 17:21:37,90,63,119,B1-138,,2023-04-23 06:06:02,1,.,.,Local,Local,2023-04-23 17:21:36,378660,386332,4140,0,0,0,2023-04-23 07:13:39,,,,1,,
5590,2023-04-25 00:30:13,90,63,119,B1-138,,2023-04-24 15:02:02,1,.,.,Local,Local,2023-04-25 00:30:11,386332,397118,5761,0,0,0,2023-04-24 16:36:54,,,,1,,
5591,2023-04-27 00:43:48,90,63,119,B1-138,,2023-04-26 03:06:59,1,.,.,Local,Local,2023-04-27 00:43:46,397118,405194,4381,0,0,0,2023-04-26 04:18:02,,,,1,,
5592,2023-04-29 22:25:19,90,63,119,B1-138,,2023-04-29 17:39:58,1,.,.,Local,Local,2023-04-29 22:25:18,405194,414384,4921,0,0,0,2023-04-29 19:00:35,,,,1,,
5593,2023-05-01 15:59:48,91,63,119,B1-138,,2023-05-01 02:05:21,1,.,.,Local,Local,2023-05-01 15:59:46,414384,427671,7081,0,0,0,2023-05-01 04:01:47,,,,1,,
5594,2023-05-02 22:38:55,91,63,119,B1-138,,2023-05-02 01:05:25,1,.,.,Local,Local,2023-05-02 22:38:54,427671,436646,4801,0,0,0,2023-05-02 02:24:12,,,,1,,
5595,2023-05-04 13:19:28,91,63,119,B1-138,,2023-05-04 03:18:35,1,.,.,Local,Local,2023-05-04 13:19:27,436646,451014,7621,0,0,0,2023-05-04 05:24:23,,,,1,,
5596,2023-05-06 01:04:38,91,63,119,B1-138,,2023-05-05 16:16:45,1,.,.,Local,Local,2023-05-06 01:04:36,451014,461062,5401,0,0,0,2023-05-05 17:45:03,,,,1,,
5597,2023-05-07 01:03:52,91,63,119,B1-138,,2023-05-06 19:58:35,1,.,.,Local,Local,2023-05-07 01:03:51,461062,469454,4500,0,0,0,2023-05-06 21:12:23,,,,1,,
5598,2023-05-08 00:51:41,91,63,119,B1-138,,2023-05-07 20:19:10,1,.,.,Local,Local,2023-05-08 00:51:40,469454,479183,5221,0,0,0,2023-05-07 21:44:34,,,,1,,
5599,2023-05-10 15:27:51,91,63,119,B1-138,,2023-05-10 00:24:28,1,.,.,Local,Local,2023-05-10 15:27:49,479183,489395,5461,0,0,0,2023-05-10 01:54:03,,,,1,,
5600,2023-05-13 14:34:47,91,63,119,B1-138,,2023-05-13 03:27:21,1,.,.,Local,Local,2023-05-13 14:34:45,489395,502576,7021,0,0,0,2023-05-13 05:22:42,,,,1,,
5601,2023-05-14 20:55:22,91,63,119,B1-138,,2023-05-14 16:39:39,1,.,.,Local,Local,2023-05-14 20:55:21,502576,514038,6121,0,0,0,2023-05-14 18:19:56,,,,1,,
5602,2023-05-17 01:13:19,91,63,119,B1-138,,2023-05-16 15:01:21,1,.,.,Local,Local,2023-05-17 01:13:17,514038,527058,6901,0,0,0,2023-05-17 01:08:08,,,,1,,
5603,2023-05-18 21:05:29,91,63,119,B1-138,,2023-05-18 15:12:08,1,.,.,Local,Local,2023-05-18 21:05:28,527058,538532,6121,0,0,0,2023-05-18 16:52:32,,,,1,,
5604,2023-05-20 13:35:36,91,63,119,B1-138,,2023-05-19 23:36:28,1,.,.,Local,Local,2023-05-20 13:35:35,538532,551076,6661,0,0,0,2023-05-20 01:26:06,,,,1,,
5605,2023-05-20 22:34:17,91,63,119,B1-138,,2023-05-20 20:29:03,1,.,.,Local,Local,2023-05-20 22:34:16,551076,565021,7501,0,0,0,2023-05-20 22:32:34,,,,1,,
5606,2023-05-22 13:24:25,91,63,119,B1-138,,2023-05-22 03:06:35,1,.,.,Local,Local,2023-05-22 13:24:24,565021,573572,4561,0,0,0,2023-05-22 04:21:34,,,,1,,
5607,2023-05-24 01:16:06,91,63,119,B1-138,,2023-05-23 20:48:19,1,.,.,Local,Local,2023-05-24 01:16:04,573572,586968,7141,0,0,0,2023-05-23 22:45:33,,,,1,,
5608,2023-05-26 01:11:35,91,63,119,B1-138,,2023-05-25 15:16:08,1,.,.,Local,Local,2023-05-26 01:11:33,586968,598607,6181,0,0,0,2023-05-25 16:58:03,,,,1,,
5609,2023-05-27 00:59:07,91,63,119,B1-138,,2023-05-26 15:11:07,1,.,.,Local,Local,2023-05-27 00:59:07,598607,607649,4860,0,0,0,2023-05-26 16:30:22,,,,1,,
5610,2023-05-29 13:15:22,91,63,119,B1-138,,2023-05-28 23:46:40,1,.,.,Local,Local,2023-05-29 13:15:20,607649,629613,11581,0,0,0,2023-05-29 02:58:33,,,,1,,
5611,2023-06-02 01:03:55,92,63,119,B1-138,,2023-06-01 15:02:46,1,.,.,Local,Local,2023-06-02 01:03:54,629613,648069,9781,0,0,0,2023-06-01 17:44:27,,,,1,,
5612,2023-06-05 23:53:40,92,63,119,B1-138,,2023-06-05 15:47:04,1,.,.,Local,Local,2023-06-05 23:53:38,648069,660848,6841,0,0,0,2023-06-05 17:39:31,,,,1,,
5613,2023-06-07 18:20:22,92,63,119,B1-138,,2023-06-07 01:16:26,1,.,.,Local,Local,2023-06-07 18:20:20,660848,674941,7501,0,0,0,2023-06-07 03:19:42,,,,1,,
5614,2023-06-10 00:09:50,92,63,119,B1-138,,2023-06-09 21:54:12,1,.,.,Local,Local,2023-06-10 00:09:48,674941,690461,8135,0,0,0,2023-06-10 00:09:47,,,,1,,
5615,2023-06-21 01:06:00,92,63,119,B1-138,,2023-06-20 15:12:04,1,.,.,Local,Local,2023-06-21 01:05:58,701701,717257,8221,0,0,0,,,,,1,,
5616,2023-06-22 03:01:42,92,63,119,B1-138,,2023-06-22 02:21:41,1,.,.,Local,Local,2023-06-22 03:01:41,717257,721813,2399,0,0,0,2023-06-22 03:01:39,,,,1,,
5617,2023-06-23 00:51:54,92,63,119,B1-138,,2023-06-22 23:46:07,1,.,.,Local,Local,2023-06-23 00:51:53,721813,729317,3945,0,0,0,2023-06-23 00:51:52,,,,1,,
5618,2023-06-24 00:07:21,92,63,119,B1-138,,2023-06-23 04:58:21,1,.,.,Local,Local,2023-06-24 00:07:20,729317,737625,4440,0,0,0,2023-06-23 06:11:06,,,,1,,
5619,2023-06-24 17:04:33,92,63,119,B1-138,,2023-06-24 15:22:50,1,.,.,Local,Local,2023-06-24 17:04:32,737625,744197,3540,0,0,0,2023-06-24 16:20:32,,,,1,,
5620,2023-06-26 00:17:28,92,63,119,B1-138,,2023-06-25 06:51:11,1,.,.,Local,Local,2023-06-26 00:17:26,744197,753289,4861,0,0,0,2023-06-25 08:10:55,,,,1,,
5621,2023-06-27 13:15:13,92,63,119,B1-138,,2023-06-27 02:59:47,1,.,.,Local,Local,2023-06-27 13:15:11,753289,761973,4620,0,0,0,2023-06-27 04:15:43,,,,1,,
5622,2023-06-30 01:19:09,92,63,119,B1-138,,2023-06-29 15:09:10,1,.,.,Local,Local,2023-06-30 01:19:08,761973,777765,8341,0,0,0,2023-06-29 17:26:55,,,,1,,
5623,2023-07-03 20:33:36,93,63,119,B1-138,,2023-07-03 15:51:08,1,.,.,Local,Local,2023-07-03 20:33:35,777765,793699,8401,0,0,0,2023-07-03 18:10:07,,,,1,,
5624,2023-07-07 17:10:54,93,63,119,B1-138,,2023-07-07 02:14:25,1,.,.,Local,Local,2023-07-07 17:10:53,793699,810403,8821,0,0,0,2023-07-07 04:39:56,,,,1,,
5625,2023-07-09 14:32:54,93,63,119,B1-138,,2023-07-09 00:29:37,1,.,.,Local,Local,2023-07-09 14:32:52,810403,823724,7081,0,0,0,2023-07-09 02:25:51,,,,1,,
5626,2023-07-10 13:16:24,93,63,119,B1-138,,2023-07-09 19:22:29,1,.,.,Local,Local,2023-07-10 13:16:22,823724,831679,4261,0,0,0,2023-07-09 20:32:03,,,,1,,
5627,2023-07-11 17:09:58,93,63,119,B1-138,,2023-07-11 16:56:16,1,.,.,Local,Local,2023-07-11 17:09:57,831679,833226,820,0,0,0,2023-07-11 17:09:56,,,,1,,
5628,2023-07-12 01:02:36,93,63,119,B1-138,,2023-07-11 18:40:19,1,.,.,Local,Local,2023-07-12 01:02:35,833226,847683,7810,0,0,0,2023-07-11 20:55:44,,,,1,,
5629,2023-07-13 04:02:37,93,63,119,B1-138,,2023-07-12 23:23:16,1,.,.,Local,Local,2023-07-13 04:02:35,847683,859614,6361,0,0,0,2023-07-13 01:07:22,,,,1,,
5630,2023-07-15 16:42:57,93,63,119,B1-138,,2023-07-15 03:18:00,1,.,.,Local,Local,2023-07-15 16:42:56,859614,874306,7801,0,0,0,2023-07-15 05:26:03,,,,1,,
5631,2023-07-18 14:34:18,93,63,119,B1-138,,2023-07-17 04:15:32,1,.,.,Local,Local,2023-07-18 14:34:16,874306,890393,8521,0,0,0,2023-07-17 06:35:45,,,,1,,
5632,2023-07-20 23:35:05,93,63,119,B1-138,,2023-07-20 19:09:36,1,.,.,Local,Local,2023-07-20 23:35:05,890393,899669,4981,0,0,0,2023-07-20 20:30:37,,,,1,,
5633,2023-07-21 22:13:40,93,63,119,B1-138,,2023-07-21 01:32:31,1,.,.,Local,Local,2023-07-21 22:13:40,899669,907419,4140,0,0,0,2023-07-21 02:40:17,,,,1,,
5634,2023-07-22 20:10:07,93,63,119,B1-138,,2023-07-22 16:57:17,1,.,.,Local,Local,2023-07-22 20:10:07,907419,914514,3840,0,0,0,2023-07-22 17:59:23,,,,1,,
5635,2023-07-23 18:16:27,93,63,119,B1-138,,2023-07-22 22:41:19,1,.,.,Local,Local,2023-07-23 18:16:27,914514,925668,5941,0,0,0,2023-07-23 00:18:37,,,,1,,
5636,2023-07-25 01:23:48,93,63,119,B1-138,,2023-07-24 01:34:16,1,.,.,Local,Local,2023-07-25 01:23:48,925668,939780,7441,0,0,0,2023-07-24 03:37:13,,,,1,,
5637,2023-07-28 14:18:24,93,63,119,B1-138,,2023-07-27 16:20:46,1,.,.,Local,Local,2023-07-28 14:18:24,939780,943001,1800,0,0,0,2023-07-27 16:49:07,,,,1,,
5638,2023-07-29 18:22:55,93,63,119,B1-138,,2023-07-29 16:54:28,1,.,.,Local,Local,2023-07-29 18:22:55,943001,946973,2160,0,0,0,2023-07-29 17:29:22,,,,1,,
5639,2023-07-29 21:04:19,93,63,119,B1-138,,2023-07-29 20:26:35,1,.,.,Local,Local,2023-07-29 21:04:19,946973,951283,2263,0,0,0,2023-07-29 21:04:18,,,,1,,
